puzzle_type,puzzle_idx,final_status,position,cnn_prediction,cnn_confidence,true_digit,true_digit_rank,true_digit_prob,confusion_type,full_ranking
hexasudoku_16x16,78,uncorrectable,"(2, 0)",16,0.9946987628936768,15,2,0.0050399405881762505,F->G,"[(16, 0.9946987628936768), (15, 0.0050399405881762505), (8, 0.000204873489565216), (10, 3.630035644164309e-05), (9, 1.650742706260644e-05)]"
hexasudoku_16x16,78,uncorrectable,"(8, 13)",10,0.5417935252189636,16,2,0.4582063555717468,G->A,"[(10, 0.5417935252189636), (16, 0.4582063555717468), (12, 5.748057319010513e-08), (14, 8.371573656518194e-09), (15, 1.5687772192407579e-09)]"
hexasudoku_16x16,80,two,"(1, 6)",1,0.8826616406440735,13,2,0.11361511796712875,D->1,"[(1, 0.8826616406440735), (13, 0.11361511796712875), (12, 0.0037191291339695454), (15, 2.670151616257499e-06), (4, 8.555709314350679e-07)]"
hexasudoku_16x16,80,two,"(4, 0)",1,0.9998739957809448,14,2,0.00012445363972801715,E->1,"[(1, 0.9998739957809448), (14, 0.00012445363972801715), (10, 6.55123812975944e-07), (13, 4.87086310840823e-07), (12, 3.835952213648852e-07)]"
hexasudoku_16x16,81,single,"(3, 13)",10,0.7506221532821655,16,2,0.2493777871131897,G->A,"[(10, 0.7506221532821655), (16, 0.2493777871131897), (4, 2.4306007873065028e-08), (13, 2.2889370399070685e-08), (15, 7.95319898827529e-09)]"
hexasudoku_16x16,82,uncorrectable,"(1, 5)",12,0.9676302075386047,14,2,0.03211759403347969,E->C,"[(12, 0.9676302075386047), (14, 0.03211759403347969), (16, 0.00023514096392318606), (10, 9.595740266377106e-06), (8, 3.6477495086728595e-06)]"
hexasudoku_16x16,82,uncorrectable,"(5, 10)",12,0.9999974966049194,16,2,2.562821691753925e-06,G->C,"[(12, 0.9999974966049194), (16, 2.562821691753925e-06), (10, 3.2962969243044427e-08), (13, 5.2363708924474395e-09), (14, 6.198302981985648e-11)]"
hexasudoku_16x16,82,uncorrectable,"(11, 3)",10,0.7558919191360474,16,2,0.24410811066627502,G->A,"[(10, 0.7558919191360474), (16, 0.24410811066627502), (9, 2.736589443941284e-08), (12, 5.826184673596302e-11), (15, 1.9557724783756357e-14)]"
hexasudoku_16x16,83,uncorrectable,"(2, 15)",12,0.5634075999259949,11,4,0.005868957843631506,B->C,"[(12, 0.5634075999259949), (10, 0.2526569068431854), (13, 0.17461208999156952), (11, 0.005868957843631506), (16, 0.0027582156471908092)]"
hexasudoku_16x16,83,uncorrectable,"(5, 6)",2,0.7739189863204956,10,2,0.22608061134815216,A->2,"[(2, 0.7739189863204956), (10, 0.22608061134815216), (13, 3.235114718336263e-07), (4, 1.8890602415666535e-09), (7, 7.269149171484912e-11)]"
hexasudoku_16x16,83,uncorrectable,"(15, 2)",15,0.7632123827934265,14,2,0.2367803305387497,E->F,"[(15, 0.7632123827934265), (14, 0.2367803305387497), (12, 7.274178187799407e-06), (5, 4.235910822103506e-08), (16, 1.9291791775177813e-10)]"
hexasudoku_16x16,84,single,"(7, 2)",3,0.9085678458213806,8,2,0.06420427560806274,8->3,"[(3, 0.9085678458213806), (8, 0.06420427560806274), (5, 0.026414720341563225), (1, 0.0002731304266490042), (7, 0.00021170049149077386)]"
hexasudoku_16x16,85,single,"(7, 13)",10,0.9653623700141907,16,2,0.034567203372716904,G->A,"[(10, 0.9653623700141907), (16, 0.034567203372716904), (4, 6.162729550851509e-05), (9, 6.954990567464847e-06), (14, 1.0521737294766353e-06)]"
hexasudoku_16x16,86,single,"(12, 12)",1,0.9859407544136047,13,2,0.008332190103828907,D->1,"[(1, 0.9859407544136047), (13, 0.008332190103828907), (2, 0.004237611778080463), (15, 0.0014516845112666488), (14, 3.758310049306601e-05)]"
hexasudoku_16x16,88,uncorrectable,"(1, 6)",13,0.8558112382888794,16,3,1.28057727124542e-05,G->D,"[(13, 0.8558112382888794), (10, 0.14417453110218048), (16, 1.28057727124542e-05), (2, 1.0895467994487262e-06), (4, 3.375033088559576e-07)]"
hexasudoku_16x16,90,uncorrectable,"(9, 10)",13,1.0,15,2,1.8709984672682367e-08,F->D,"[(13, 1.0), (15, 1.8709984672682367e-08), (11, 9.472985411504084e-14), (16, 4.895523268653979e-16), (12, 2.95744941665628e-16)]"
hexasudoku_16x16,90,uncorrectable,"(12, 8)",8,0.49718838930130005,2,3,0.13462157547473907,2->8,"[(8, 0.49718838930130005), (14, 0.36716514825820923), (2, 0.13462157547473907), (16, 0.0006603593938052654), (9, 0.0003623640805017203)]"
hexasudoku_16x16,90,uncorrectable,"(15, 10)",9,0.5267542004585266,4,2,0.47003376483917236,4->9,"[(9, 0.5267542004585266), (4, 0.47003376483917236), (16, 0.002061109757050872), (7, 0.0011482596164569259), (1, 2.42256260207796e-06)]"
hexasudoku_16x16,91,uncorrectable,"(2, 2)",8,0.5397182703018188,3,2,0.27536073327064514,3->8,"[(8, 0.5397182703018188), (3, 0.27536073327064514), (5, 0.07596942037343979), (16, 0.06571968644857407), (9, 0.04259743168950081)]"
hexasudoku_16x16,91,uncorrectable,"(2, 6)",13,0.5660809278488159,16,2,0.4256570339202881,G->D,"[(13, 0.5660809278488159), (16, 0.4256570339202881), (8, 0.008055981248617172), (2, 0.00014825668768025935), (5, 2.874106212402694e-05)]"
hexasudoku_16x16,91,uncorrectable,"(8, 4)",10,0.8452632427215576,16,2,0.15472570061683655,G->A,"[(10, 0.8452632427215576), (16, 0.15472570061683655), (9, 9.521633728581946e-06), (13, 9.34068737024063e-07), (4, 4.243316027441324e-07)]"
hexasudoku_16x16,91,uncorrectable,"(15, 14)",4,0.9409059286117554,9,2,0.05909181386232376,9->4,"[(4, 0.9409059286117554), (9, 0.05909181386232376), (8, 1.7317677247774554e-06), (16, 5.720940521314333e-07), (1, 9.080391438764934e-10)]"
hexasudoku_16x16,92,uncorrectable,"(1, 6)",15,0.979164719581604,14,2,0.02082878164947033,E->F,"[(15, 0.979164719581604), (14, 0.02082878164947033), (5, 6.5426497712905984e-06), (12, 4.851174129072433e-09), (8, 2.802037712967831e-09)]"
hexasudoku_16x16,92,uncorrectable,"(2, 13)",8,0.7480000257492065,10,2,0.1249852403998375,A->8,"[(8, 0.7480000257492065), (10, 0.1249852403998375), (9, 0.10594267398118973), (2, 0.01698889769613743), (13, 0.0023297907318919897)]"
hexasudoku_16x16,92,uncorrectable,"(14, 1)",7,0.7267781496047974,10,2,0.2679196000099182,A->7,"[(7, 0.7267781496047974), (10, 0.2679196000099182), (2, 0.004498059395700693), (16, 0.000745949859265238), (3, 4.772367174155079e-05)]"
hexasudoku_16x16,93,single,"(8, 0)",12,0.9734266996383667,14,2,0.026572739705443382,E->C,"[(12, 0.9734266996383667), (14, 0.026572739705443382), (1, 3.3695013712531363e-07), (6, 8.683903018891215e-08), (10, 7.445863303701117e-08)]"
hexasudoku_16x16,94,two,"(3, 5)",10,0.9996009469032288,16,2,0.0003989505930803716,G->A,"[(10, 0.9996009469032288), (16, 0.0003989505930803716), (14, 1.2271010518816183e-07), (9, 5.345746600937673e-08), (12, 6.057665480341257e-11)]"
hexasudoku_16x16,94,two,"(13, 4)",10,0.8994398713111877,16,2,0.1005501002073288,G->A,"[(10, 0.8994398713111877), (16, 0.1005501002073288), (8, 9.140810107055586e-06), (13, 7.879423264967045e-07), (9, 7.711153671152715e-08)]"
hexasudoku_16x16,95,single,"(13, 12)",2,0.944420337677002,10,2,0.05542776733636856,A->2,"[(2, 0.944420337677002), (10, 0.05542776733636856), (13, 0.00012295637861825526), (7, 2.8950245905434713e-05), (16, 3.941361459425252e-09)]"
hexasudoku_16x16,96,uncorrectable,"(0, 13)",13,0.7666782140731812,11,2,0.23328851163387299,B->D,"[(13, 0.7666782140731812), (11, 0.23328851163387299), (16, 2.7660755222314037e-05), (10, 5.415085070126224e-06), (8, 1.7951435893337475e-07)]"
hexasudoku_16x16,96,uncorrectable,"(3, 12)",1,0.8584679365158081,16,2,0.13539783656597137,G->1,"[(1, 0.8584679365158081), (16, 0.13539783656597137), (7, 0.00347509584389627), (13, 0.0012211130233481526), (5, 0.0011860810918733478)]"
hexasudoku_16x16,96,uncorrectable,"(15, 3)",8,0.9994403719902039,3,2,0.0004773133259732276,3->8,"[(8, 0.9994403719902039), (3, 0.0004773133259732276), (9, 8.086600428214297e-05), (16, 8.874678201209463e-07), (5, 6.276923727455141e-07)]"
hexasudoku_16x16,97,single,"(14, 13)",1,0.5121311545372009,16,4,0.0005403116811066866,G->1,"[(1, 0.5121311545372009), (13, 0.4864926040172577), (8, 0.0007283624145202339), (16, 0.0005403116811066866), (15, 8.233541302615777e-05)]"
hexasudoku_16x16,98,two,"(0, 12)",9,0.9985241293907166,8,2,0.0009208722622133791,8->9,"[(9, 0.9985241293907166), (8, 0.0009208722622133791), (4, 0.0005511395283974707), (16, 3.8416192182921804e-06), (7, 1.5450345003387156e-08)]"
hexasudoku_16x16,98,two,"(12, 7)",16,0.8131923079490662,15,2,0.18116804957389832,F->G,"[(16, 0.8131923079490662), (15, 0.18116804957389832), (8, 0.003033007262274623), (13, 0.0024823914282023907), (11, 0.00010208589810645208)]"
hexasudoku_16x16,98,two,"(15, 15)",6,0.9653651714324951,5,2,0.03460388258099556,5->6,"[(6, 0.9653651714324951), (5, 0.03460388258099556), (8, 1.7995662346947938e-05), (16, 1.296377922699321e-05), (9, 1.0533262262413245e-08)]"
hexasudoku_16x16,99,two,"(0, 3)",14,1.0,16,2,2.4075195170780717e-08,G->E,"[(14, 1.0), (16, 2.4075195170780717e-08), (9, 1.519428360907682e-09), (8, 1.4464229813881957e-10), (15, 3.2827676666423444e-14)]"
hexasudoku_16x16,99,two,"(9, 15)",6,0.9119088053703308,5,3,0.022765830159187317,5->6,"[(6, 0.9119088053703308), (8, 0.06531621515750885), (5, 0.022765830159187317), (16, 5.587891791947186e-06), (9, 3.34930746248574e-06)]"
